address,length,value
"10191110",68,"""SetActiveID() old:0x%08X (window \""%s\"") -> new:0x%08X (window \""%s\"")\n"""
"10191158",84,"u""g.ActiveIdSource != ImGuiInputSource_None"""
"101911b0",178,"u""g.DragDropActive || g.ActiveId == id || g.ActiveId == 0 || g.ActiveIdPreviousFrame == id"""
"10191268",204,"u""(flags & ~ImGuiHoveredFlags_AllowedMaskForIsItemHovered) == 0 && \""Invalid flags for IsItemHovered()!\"""""
"10191338",292,"u""(flags & (ImGuiHoveredFlags_AnyWindow | ImGuiHoveredFlags_RootWindow | ImGuiHoveredFlags_ChildWindows | ImGuiHoveredFlags_NoPopupHierarchy)) == 0"""
"10191460",184,"u""drawlist_no < ((int)(sizeof(viewport->BgFgDrawLists) / sizeof(*(viewport->BgFgDrawLists))))"""
"10191518",13,"""##Background"""
"10191528",13,"""##Foreground"""
"10191538",90,"u""g.MovingWindow && g.MovingWindow->RootWindow"""
"10191594",38,"u""g.Font->IsLoaded()"""
"101915c0",68,"""NewFrame(): ClearActiveID() because it isn't marked alive anymore!\n"""
"10191608",86,"u""g.WindowsFocusOrder.Size <= g.Windows.Size"""
"10191660",67,"""(Debug Log: Auto-disabled some ImGuiDebugLogFlags after 2 frames)\n"""
"101916a4",15,"""Debug##Default"""
"101916b8",84,"u""g.CurrentWindow->IsFallbackWindow == true"""
"1019170c",38,"u""cmd.ElemCount == 6"""
"10191734",28,"u""g.Initialized"""
"10191750",116,"u""g.WithinFrameScope && \""Forgot to call ImGui::NewFrame()?\"""""
"101917c8",79,"""[io] Calling io.SetPlatformImeDataFn(): WantVisible: %d, InputPos (%.2f,%.2f)\n"""
"10191820",94,"u""g.Windows.Size == g.WindowsTempSortBuffer.Size"""
"10191880",106,"u""draw_data->CmdLists.Size == draw_data->CmdListsCount"""
"101918ec",32,"u""g.ActiveId != 0"""
"1019190c",16,"u""id != 0"""
"10191920",308,"u""(child_flags & ~ImGuiChildFlags_SupportedMask_) == 0 && \""Illegal ImGuiChildFlags value. Did you pass ImGuiWindowFlags values instead of ImGuiChildFlags?\"""""
"10191a58",332,"u""(window_flags & ImGuiWindowFlags_AlwaysAutoResize) == 0 && \""Cannot specify ImGuiWindowFlags_AlwaysAutoResize for BeginChild(). Use ImGuiChildFlags_AlwaysAutoResize!\"""""
"10191ba8",358,"u""(child_flags & (ImGuiChildFlags_ResizeX | ImGuiChildFlags_ResizeY)) == 0 && \""Cannot use ImGuiChildFlags_ResizeX or ImGuiChildFlags_ResizeY with ImGuiChildFlags_AlwaysAutoResize!\"""""
"10191d10",386,"u""(child_flags & (ImGuiChildFlags_AutoResizeX | ImGuiChildFlags_AutoResizeY)) != 0 && \""Must use ImGuiChildFlags_AutoResizeX or ImGuiChildFlags_AutoResizeY with ImGuiChildFlags_AlwaysAutoResize!\"""""
"10191e94",11,"""%s/%s_%08X"""
"10191ea0",8,"""%s/%08X"""
"10191eae",54,"u""dg.WithinEndChild == false"""
"10191ee8",102,"u""child_window->Flags & ImGuiWindowFlags_ChildWindow"""
"10191f50",76,"u""!g.WindowsFocusOrder.contains(window)"""
"10191fa0",100,"u""g.WindowsFocusOrder[window->FocusOrder] == window"""
"10192004",8,"""#RESIZE"""
"1019200c",48,"u""window->BeginCount == 0"""
"1019203c",10,"""#COLLAPSE"""
"10192048",7,"""#CLOSE"""
"10192050",88,"u""window->RootWindowForNav->ParentWindow != 0"""
"101920a8",58,"u""name != 0 && name[0] != '\\0'"""
"101920e4",38,"u""g.WithinFrameScope"""
"10192110",68,"u""g.FrameCountEnded != g.FrameCount"""
"10192158",74,"u""flags & ImGuiWindowFlags_ChildWindow"""
"101921a8",124,"u""parent_window != 0 || !(flags & ImGuiWindowFlags_ChildWindow)"""
"10192228",78,"u""parent_window && parent_window->Active"""
"10192278",174,"u""window->DrawList->CmdBuffer.Size == 1 && window->DrawList->CmdBuffer[0].ElemCount == 0"""
"10192328",86,"u""(flags & ImGuiWindowFlags_NoTitleBar) != 0"""
"10192380",134,"u""(g.CurrentWindowStack.Size > 1) && \""Calling End() too many times!\"""""
"10192408",60,"u""g.CurrentWindowStack.Size > 0"""
"10192448",120,"u""(g.WithinEndChild) && \""Must call EndChild() and not End()!\"""""
"101924c0",58,"u""window == window->RootWindow"""
"10192500",82,"u""g.WindowsFocusOrder[cur_order] == window"""
"10192558",80,"u""g.WindowsFocusOrder[n]->FocusOrder == n"""
"101925a8",7,"""<NULL>"""
"101925b0",65,"""[focus] FocusWindow(\""%s\"", UnlessBelowModal): prevented by \""%s\"".\n"""
"101925f8",78,"u""window == 0 || window->RootWindow != 0"""
"10192648",50,"u""font && font->IsLoaded()"""
"1019267c",38,"u""font->Scale > 0.0f"""
"101926a8",76,"u""item_flags == g.ItemFlagsStack.back()"""
"101926f4",52,"u""g.ItemFlagsStack.Size > 1"""
"10192728",48,"u""g.DisabledStackSize > 0"""
"10192758",68,"u""cond == 0 || ImIsPowerOfTwo(cond)"""
"1019279c",26,"u""scale > 0.0f"""
"101927b8",148,"u""(g.FocusScopeStack.Size > 0) && \""Calling PopFocusScope() too many times!\"""""
"1019284c",34,"u""g.NavWindow != 0"""
"10192870",54,"u""g.NavFocusRoute.Size < 100"""
"101928a8",50,"u""window->IDStack.Size > 1"""
"101928e0",80,"u""key >= 0 && key < ImGuiKey_NamedKey_END"""
"10192930",10,"""LeftArrow"""
"1019293c",11,"""RightArrow"""
"10192948",8,"""UpArrow"""
"10192950",10,"""DownArrow"""
"1019295c",7,"""PageUp"""
"10192964",9,"""PageDown"""
"1019297c",7,"""Insert"""
"10192984",7,"""Delete"""
"1019298c",10,"""Backspace"""
"10192998",6,"""Space"""
"101929a0",6,"""Enter"""
"101929a8",7,"""Escape"""
"101929b0",9,"""LeftCtrl"""
"101929bc",10,"""LeftShift"""
"101929c8",8,"""LeftAlt"""
"101929d0",10,"""LeftSuper"""
"101929dc",10,"""RightCtrl"""
"101929e8",11,"""RightShift"""
"101929f4",9,"""RightAlt"""
"10192a00",11,"""RightSuper"""
"10192b04",11,"""Apostrophe"""
"10192b10",6,"""Comma"""
"10192b18",6,"""Minus"""
"10192b20",7,"""Period"""
"10192b28",6,"""Slash"""
"10192b30",10,"""Semicolon"""
"10192b3c",6,"""Equal"""
"10192b44",12,"""LeftBracket"""
"10192b50",10,"""Backslash"""
"10192b5c",13,"""RightBracket"""
"10192b6c",12,"""GraveAccent"""
"10192b78",9,"""CapsLock"""
"10192b84",11,"""ScrollLock"""
"10192b90",8,"""NumLock"""
"10192b98",12,"""PrintScreen"""
"10192ba4",6,"""Pause"""
"10192bac",8,"""Keypad0"""
"10192bb4",8,"""Keypad1"""
"10192bbc",8,"""Keypad2"""
"10192bc4",8,"""Keypad3"""
"10192bcc",8,"""Keypad4"""
"10192bd4",8,"""Keypad5"""
"10192bdc",8,"""Keypad6"""
"10192be4",8,"""Keypad7"""
"10192bec",8,"""Keypad8"""
"10192bf4",8,"""Keypad9"""
"10192bfc",14,"""KeypadDecimal"""
"10192c0c",13,"""KeypadDivide"""
"10192c1c",15,"""KeypadMultiply"""
"10192c2c",15,"""KeypadSubtract"""
"10192c3c",10,"""KeypadAdd"""
"10192c48",12,"""KeypadEnter"""
"10192c54",12,"""KeypadEqual"""
"10192c60",8,"""AppBack"""
"10192c68",11,"""AppForward"""
"10192c74",13,"""GamepadStart"""
"10192c84",12,"""GamepadBack"""
"10192c90",16,"""GamepadFaceLeft"""
"10192ca0",17,"""GamepadFaceRight"""
"10192cb4",14,"""GamepadFaceUp"""
"10192cc4",16,"""GamepadFaceDown"""
"10192cd4",16,"""GamepadDpadLeft"""
"10192ce4",17,"""GamepadDpadRight"""
"10192cf8",14,"""GamepadDpadUp"""
"10192d08",16,"""GamepadDpadDown"""
"10192d18",10,"""GamepadL1"""
"10192d24",10,"""GamepadR1"""
"10192d30",10,"""GamepadL2"""
"10192d3c",10,"""GamepadR2"""
"10192d48",10,"""GamepadL3"""
"10192d54",10,"""GamepadR3"""
"10192d60",18,"""GamepadLStickLeft"""
"10192d74",19,"""GamepadLStickRight"""
"10192d88",16,"""GamepadLStickUp"""
"10192d98",18,"""GamepadLStickDown"""
"10192dac",18,"""GamepadRStickLeft"""
"10192dc0",19,"""GamepadRStickRight"""
"10192dd4",16,"""GamepadRStickUp"""
"10192de4",18,"""GamepadRStickDown"""
"10192df8",10,"""MouseLeft"""
"10192e04",11,"""MouseRight"""
"10192e10",12,"""MouseMiddle"""
"10192e1c",8,"""MouseX1"""
"10192e24",8,"""MouseX2"""
"10192e2c",12,"""MouseWheelX"""
"10192e38",12,"""MouseWheelY"""
"10192e44",8,"""ModCtrl"""
"10192e4c",9,"""ModShift"""
"10192e58",7,"""ModAlt"""
"10192e60",9,"""ModSuper"""
"10192e6e",82,"u""AIsNamedKey((ImGuiKey)g.IO.KeyMap[key])"""
"10192ed0",7,"""Super+"""
"10192ee0",7,"""Shift+"""
"10192ee8",6,"""Ctrl+"""
"10192ef0",11,"""%s%s%s%s%s"""
"10192f00",112,"u""IsNamedKey(key) && (key_chord & ImGuiMod_Shortcut) == 0"""
"10192f70",102,"u""ImIsPowerOfTwo(flags & ImGuiInputFlags_RouteMask_)"""
"10192fd8",108,"u""owner_id != ((ImGuiID)0) && owner_id != ((ImGuiID)-1)"""
"10193044",63,"""SetShortcutRouting(%s, owner_id=0x%08X, flags=%04X) -> always\n"""
"10193088",89,"""SetShortcutRouting(%s, owner_id=0x%08X, flags=%04X) -> filtered as potential char input\n"""
"101930e8",65,"""SetShortcutRouting(%s, owner_id=0x%08X, flags=%04X) -> score %d\n"""
"1019312c",28,"""--> granting current route\n"""
"10193148",112,"u""(flags & ~ImGuiInputFlags_SupportedByIsKeyPressed) == 0"""
"101931b8",168,"u""button >= 0 && button < ((int)(sizeof(g.IO.MouseDown) / sizeof(*(g.IO.MouseDown))))"""
"10193260",116,"u""(flags & ~ImGuiInputFlags_SupportedByIsMouseClicked) == 0"""
"101932d4",24,"u""GImGui != 0"""
"101932f0",342,"u""(io.KeysDown[n] == false || IsKeyDown((ImGuiKey)n)) && \""Backend needs to either only use io.AddKeyEvent(), either only fill legacy io.KeysDown[] + io.KeyMap[]. Not both!\"""""
"10193448",160,"u""g.IO.KeyMap[n] == -1 && \""Backend is not allowed to write to io.KeyMap[0..511]!\"""""
"101934e8",72,"u""IsLegacyKey((ImGuiKey)io.KeyMap[n])"""
"10193530",76,"u""io.KeyMap[n] == -1 || IsNamedKey(key)"""
"10193584",32,"""[io] LockWheelingWindow() \""%s\""\n"""
"101935a4",6,"""Mouse"""
"101935ac",12,"""TouchScreen"""
"101935c0",288,"u""((int)(sizeof(mouse_source_names) / sizeof(*(mouse_source_names)))) == ImGuiMouseSource_COUNT && source >= 0 && source < ImGuiMouseSource_COUNT"""
"101936e0",40,"""[io] %s: MousePos (-FLT_MAX, -FLT_MAX)\n"""
"10193708",37,"""[io] %s: MousePos (%.1f, %.1f) (%s)\n"""
"1019373c",33,"""[io] %s: MouseButton %d %s (%s)\n"""
"10193760",39,"""[io] %s: MouseWheel (%.3f, %.3f) (%s)\n"""
"10193788",22,"""[io] %s: Key \""%s\"" %s\n"""
"101937a0",28,"""[io] %s: Text: %c (U+%08X)\n"""
"101937bc",24,"""[io] %s: AppFocused %d\n"""
"101937d4",42,"u""key != ImGuiKey_None"""
"10193800",44,"u""0 && \""Unknown event!\"""""
"1019382c",10,"""Processed"""
"10193838",10,"""Remaining"""
"10193848",268,"u""IsNamedKeyOrModKey(key) && (owner_id != ((ImGuiID)0) || (flags & (ImGuiInputFlags_LockThisFrame | ImGuiInputFlags_LockUntilRelease)))"""
"10193958",110,"u""(flags & ~ImGuiInputFlags_SupportedBySetKeyOwner) == 0"""
"101939c8",104,"u""(flags & ~ImGuiInputFlags_SupportedByShortcut) == 0"""
"10193a30",40,"u""window->DC.IsSetPos"""
"10193a58",154,"u""(g.IO.DeltaTime > 0.0f || g.FrameCount == 0) && \""Need a positive DeltaTime!\"""""
"10193af8",268,"u""(g.FrameCount == 0 || g.FrameCountEnded == g.FrameCount) && \""Forgot to call Render() or EndFrame() at the end of the previous frame?\"""""
"10193c08",178,"u""g.IO.DisplaySize.x >= 0.0f && g.IO.DisplaySize.y >= 0.0f && \""Invalid DisplaySize value!\"""""
"10193cc0",398,"u""g.IO.Fonts->IsBuilt() && \""Font Atlas not built! Make sure you called ImGui_ImplXXXX_NewFrame() function for renderer backend, which should call io.Fonts->GetTexDataAsRGBA32() / GetTexDataAsAlpha8()\"""""
"10193e50",128,"u""g.Style.CurveTessellationTol > 0.0f && \""Invalid style setting!\"""""
"10193ed0",140,"u""g.Style.CircleTessellationMaxError > 0.0f && \""Invalid style setting!\"""""
"10193f60",150,"u""g.Style.Alpha >= 0.0f && g.Style.Alpha <= 1.0f && \""Invalid style setting!\"""""
"10193ff8",190,"u""g.Style.WindowMinSize.x >= 1.0f && g.Style.WindowMinSize.y >= 1.0f && \""Invalid style setting.\"""""
"101940b8",314,"u""g.Style.WindowMenuButtonPosition == ImGuiDir_None || g.Style.WindowMenuButtonPosition == ImGuiDir_Left || g.Style.WindowMenuButtonPosition == ImGuiDir_Right"""
"101941f8",188,"u""g.Style.ColorButtonPosition == ImGuiDir_Left || g.Style.ColorButtonPosition == ImGuiDir_Right"""
"101942b8",274,"u""g.IO.KeyMap[n] >= -1 && g.IO.KeyMap[n] < 512 && \""io.KeyMap[] contains an out of bound value (need to be 0..511, or -1 for unmapped key)\"""""
"101943d0",206,"u""g.IO.KeyMap[ImGuiKey_Space] != -1 && \""ImGuiKey_Space is not mapped, required for keyboard navigation.\"""""
"101944a0",240,"u""(key_mods == 0 || g.IO.KeyMods == key_mods) && \""Mismatching io.KeyCtrl/io.KeyShift/io.KeyAlt/io.KeySuper vs io.KeyMods\"""""
"10194590",252,"u""(g.CurrentWindowStack.Size == 1) && \""Mismatched Begin/BeginChild vs End/EndChild calls: did you forget to call End/EndChild?\"""""
"10194690",250,"u""(g.CurrentWindowStack.Size == 1) && \""Mismatched Begin/BeginChild vs End/EndChild calls: did you call End/EndChild too much?\"""""
"10194790",106,"u""(g.GroupStack.Size == 0) && \""Missing EndGroup call!\"""""
"101947fc",24,"u""window != 0"""
"10194818",172,"u""SizeOfIDStack == window->IDStack.Size && \""PushID/PopID or TreeNode/TreePop Mismatch!\"""""
"101948c8",146,"u""SizeOfGroupStack == g.GroupStack.Size && \""BeginGroup/EndGroup Mismatch!\"""""
"10194960",208,"u""SizeOfBeginPopupStack == g.BeginPopupStack.Size && \""BeginPopup/EndPopup or BeginMenu/EndMenu Mismatch!\"""""
"10194a30",168,"u""SizeOfDisabledStack == g.DisabledStackSize && \""BeginDisabled/EndDisabled Mismatch!\"""""
"10194ad8",172,"u""SizeOfItemFlagsStack >= g.ItemFlagsStack.Size && \""PushItemFlag/PopItemFlag Mismatch!\"""""
"10194b88",164,"u""SizeOfColorStack >= g.ColorStack.Size && \""PushStyleColor/PopStyleColor Mismatch!\"""""
"10194c30",168,"u""SizeOfStyleVarStack >= g.StyleVarStack.Size && \""PushStyleVar/PopStyleVar Mismatch!\"""""
"10194cd8",136,"u""SizeOfFontStack >= g.FontStack.Size && \""PushFont/PopFont Mismatch!\"""""
"10194d60",184,"u""SizeOfFocusScopeStack == g.FocusScopeStack.Size && \""PushFocusScope/PopFocusScope Mismatch!\"""""
"10194e18",306,"u""id != window->ID && \""Cannot have an empty ID at the root of a window. If you need an empty label, use ## and read the FAQ about how the ID Stack works!\"""""
"10194f4c",44,"u""g.GroupStack.Size > 0"""
"10194f78",68,"u""group_data.WindowID == window->ID"""
"10194fc0",180,"u""(flags & ImGuiScrollFlags_MaskX_) == 0 || ImIsPowerOfTwo(flags & ImGuiScrollFlags_MaskX_)"""
"10195078",180,"u""(flags & ImGuiScrollFlags_MaskY_) == 0 || ImIsPowerOfTwo(flags & ImGuiScrollFlags_MaskY_)"""
"10195130",98,"u""center_x_ratio >= 0.0f && center_x_ratio <= 1.0f"""
"10195198",98,"u""center_y_ratio >= 0.0f && center_y_ratio <= 1.0f"""
"101951fc",15,"""##Tooltip_%02d"""
"10195210",114,"u""GetCurrentWindowRead()->Flags & ImGuiWindowFlags_Tooltip"""
"10195284",16,"u""id == 0"""
"10195294",35,"""[popup] OpenPopup(\""%s\"" -> 0x%08X)\n"""
"101952b8",29,"""[popup] OpenPopupEx(0x%08X)\n"""
"101952d8",104,"u""(popup.Window->Flags & ImGuiWindowFlags_Popup) != 0"""
"10195340",37,"""[popup] ClosePopupsOverWindow(\""%s\"")\n"""
"10195368",49,"""[popup] ClosePopupToLevel(%d), restore_under=%d\n"""
"101953a0",104,"u""remaining >= 0 && remaining < g.OpenPopupStack.Size"""
"10195408",36,"""[popup] CloseCurrentPopup %d -> %d\n"""
"1019542c",12,"""##Menu_%02d"""
"10195438",13,"""##Popup_%08x"""
"10195448",78,"u""window->Flags & ImGuiWindowFlags_Popup"""
"10195498",54,"u""g.BeginPopupStack.Size > 0"""
"101954d0",52,"u""g.CurrentWindow == window"""
"10195504",28,"""[focus] SetNavWindow(\""%s\"")\n"""
"10195520",134,"u""nav_layer == ImGuiNavLayer_Main || nav_layer == ImGuiNavLayer_Menu"""
"101955a8",138,"u""(window->Flags | g.NavWindow->Flags) & ImGuiWindowFlags_NavFlattened"""
"10195638",130,"u""g.NextItemData.SelectionUserData != ((ImGuiSelectionUserData)-1)"""
"101956c0",74,"u""g.NavMoveForwardToNextFrame == false"""
"1019570c",58,"""[focus] NavRestoreLayer: from \""%s\"" to SetNavWindow(\""%s\"")\n"""
"10195748",44,"u""window == g.NavWindow"""
"10195778",84,"""[nav] NavInitRequest: from NavInitWindow(), init_for_nav=%d, window=\""%s\"", layer=%d\n"""
"101957d0",138,"u""g.NavLayer == ImGuiNavLayer_Main || g.NavLayer == ImGuiNavLayer_Menu"""
"10195860",78,"u""g.NavActivateDownId == g.NavActivateId"""
"101958b0",73,"""[nav] NavInitRequest: ApplyResult: NavID 0x%08X in Layer %d Window \""%s\""\n"""
"10195900",134,"u""g.NavMoveDir != ImGuiDir_None && g.NavMoveClipDir != ImGuiDir_None"""
"10195988",90,"u""g.NavMoveFlags & ImGuiNavMoveFlags_Forwarded"""
"101959e4",32,"""[nav] NavMoveRequestForward %d\n"""
"10195a04",56,"""[nav] NavInitRequest: from move, window \""%s\"", layer=%d\n"""
"10195a3c",57,"""[nav] NavMoveRequest: clamp NavRectRel for gamepad move\n"""
"10195a78",54,"u""!scoring_rect.IsInverted()"""
"10195ab0",60,"u""g.NavMoveDir == ImGuiDir_None"""
"10195aec",49,"""[nav] NavMoveSubmitted but not led to a result!\n"""
"10195b20",60,"u""g.NavWindow && result->Window"""
"10195b5c",44,"""[focus] NavMoveRequest: SetNavWindow(\""%s\"")\n"""
"10195b88",67,"""[nav] NavMoveRequest: result NavID 0x%08X in Layer %d Window \""%s\""\n"""
"10195bcc",32,"""[nav] NavUpdateCancelRequest()\n"""
"10195bec",54,"u""child_window->ChildId != 0"""
"10195c24",58,"u""window->RootWindow == window"""
"10195c60",74,"u""g.WindowsFocusOrder[order] == window"""
"10195cac",42,"u""g.NavWindowingTarget"""
"10195cd8",24,"""###NavUpdateWindowing"""
"10195cf0",34,"u""shared_mods != 0"""
"10195d14",16,"""##MainMenuBar"""
"10195d24",52,"u""g.NavWindowingTarget != 0"""
"10195d58",20,"""###NavWindowingList"""
"10195d6c",17,"""##Tooltip_Hidden"""
"10195d80",16,"""#SourceExtern"""
"10195d90",30,"u""source_id != 0"""
"10195db8",34,"u""g.DragDropActive"""
"10195de0",126,"u""g.DragDropWithinSource && \""Not after a BeginDragDropSource()?\"""""
"10195e60",20,"u""type != 0"""
"10195e78",262,"u""strlen(type) < ((int)(sizeof(payload.DataType) / sizeof(*(payload.DataType)))) && \""Payload type can be at most 32 characters long\"""""
"10195f80",124,"u""(data != 0 && data_size > 0) || (data == 0 && data_size == 0)"""
"10196000",102,"u""cond == ImGuiCond_Always || cond == ImGuiCond_Once"""
"10196068",44,"u""payload.SourceId != 0"""
"10196098",64,"u""g.DragDropWithinTarget == false"""
"101960d8",58,"u""payload.DataFrameCount != -1"""
"10196114",46,"u""g.DragDropWithinTarget"""
"10196148",8,"""%*s%.*s"""
"10196154",52,"u""g.SettingsWindows.empty()"""
"10196188",88,"u""FindSettingsHandler(handler->TypeName) == 0"""
"101961e8",10,"""Pos=%i,%i"""
"101961f4",11,"""Size=%i,%i"""
"10196200",13,"""Collapsed=%d"""
"10196210",11,"""IsChild=%d"""
"1019621c",54,"u""settings->ID == window->ID"""
"10196254",10,"""[%s][%s]\n"""
"10196260",11,"""IsChild=1\n"""
"1019626c",12,"""Size=%d,%d\n"""
"10196278",11,"""Pos=%d,%d\n"""
"10196284",13,"""Collapsed=1\n"""
"10196294",44,"u""g.Viewports.Size == 1"""
"101962dc",8,"""[%05d] """
"101962f0",18,"""HoveredId: 0x%08X"""
"10196304",28,"""Press ESC to abort picking."""
"10196328",6,"""Right"""
"10196330",7,"""Middle"""
"10196338",64,"""Remap w/ Ctrl+Shift: click anywhere to select new mouse button."""
"10196378",60,"""Click %s Button to break in debugger! (remap w/ Ctrl+Shift)"""
"101963b4",44,"u""tool->StackLevel >= 0"""
"101963e0",88,"u""info->ID == id && info->QueryFrameCount > 0"""
"10196440",12,"""(void*)0x%p"""
"1019644c",18,"""0x%08X [override]"""
"10196460",46,"u""n >= 0 && n < BITCOUNT"""
"10196490",38,"u""i >= 0 && i < Size"""
"101964b8",50,"u""p >= Data && p < DataEnd"""
"101964ec",62,"u""it >= Data && it < Data + Size"""
"1019652c",18,"u""Size > 0"""
"10196540",52,"u""p >= begin() && p < end()"""
"10196574",20,"u""p < end()"""
"10196588",54,"u""off >= 4 && off < Buf.Size"""
"101965c0",148,"u""it >= Data && it < Data + Size && it_last >= it && it_last <= Data + Size"""
"10196658",64,"u""it >= Data && it <= Data + Size"""
